Keyword	Competition	Global Monthly Searches	Jan 2011	Dec 2010	Nov 2010	Oct 2010	Sep 2010	Aug 2010	Jul 2010	Jun 2010	May 2010	Apr 2010	Mar 2010	Feb 2010	Ad Share	Search Share	Estimated Avg. CPC	Extracted From Webpage	Local Monthly Searches
legal aid	0.49	450000	-	246000	246000	246000	246000	246000	246000	246000	201000	246000	246000	201000	-	-	$1.62	-	246000
lawyer referral service	0.65	14800	-	9900	12100	12100	9900	9900	9900	12100	9900	12100	12100	9900	-	-	$3.60	-	9900
free lawyer	0.86	33100	-	27100	27100	27100	27100	27100	27100	27100	27100	27100	27100	22200	-	-	$4.48	-	27100
lawyers legal advice	0.64	1000	-	480	480	720	590	590	590	480	880	480	590	390	-	-	$3.28	-	590
lawers.com	0.97	2900	-	5400	5400	3600	2900	1600	880	1900	1900	1600	2900	1600	-	-	$4.89	-	2400
divorce lawyers	0.88	165000	-	135000	135000	135000	135000	135000	110000	110000	110000	110000	165000	110000	-	-	$9.08	-	135000
free lawyer advice	0.93	5400	-	4400	4400	4400	4400	3600	2900	2900	2900	2900	2900	2900	-	-	$3.98	-	3600
prepaid legal	0.49	90500	-	90500	90500	110000	90500	90500	74000	74000	90500	90500	90500	74000	-	-	$11.53	-	90500
free lawyers	0.92	27100	-	22200	22200	27100	27100	22200	22200	22200	18100	18100	22200	18100	-	-	$4.58	-	22200
law offices	0.11	246000	-	201000	201000	201000	201000	201000	201000	201000	165000	201000	201000	165000	-	-	$2.43	-	201000
lawyer directory	0.54	9900	-	8100	8100	8100	6600	6600	6600	6600	6600	6600	6600	5400	-	-	$4.55	-	6600
find an attorney	0.74	12100	-	12100	12100	12100	12100	12100	12100	9900	9900	12100	12100	9900	-	-	$3.23	-	12100
criminal defense lawyer	0.75	110000	-	90500	110000	90500	90500	110000	90500	90500	90500	90500	90500	90500	-	-	$19.11	-	90500
free consultation lawyers	0.91	14800	-	12100	12100	12100	12100	12100	12100	12100	9900	12100	12100	9900	-	-	$4.90	-	12100
employment lawyer	0.76	33100	-	27100	27100	22200	22200	22200	22200	18100	18100	18100	22200	18100	-	-	$4.92	-	22200
family lawyer	0.65	74000	-	90500	110000	110000	74000	40500	40500	33100	40500	33100	40500	33100	-	-	$7.06	-	60500
lawyer firm	0.37	9900	-	3600	4400	5400	3600	3600	18100	2400	8100	2900	2900	2900	-	-	$3.77	-	5400
local lawyer	0.68	1900	-	1300	1600	1600	1300	1000	1000	880	1000	1000	1300	880	-	-	$11.79	-	1000
cheap lawyers	0.97	9900	-	8100	8100	8100	8100	8100	8100	8100	6600	8100	9900	8100	-	-	$9.87	-	8100
litigation lawyers	0.74	8100	-	4400	3600	3600	3600	4400	4400	3600	4400	4400	4400	3600	-	-	$6.66	-	3600
find attorneys	0.64	1900	-	1600	1900	1900	1600	1600	1600	1300	1900	1300	1600	1000	-	-	$6.66	-	1600
lawyers attorneys	0.51	5400	-	3600	2900	2900	2900	2400	9900	2900	6600	2900	3600	5400	-	-	$7.66	-	4400
legal assistance	0.43	33100	-	22200	27100	27100	27100	27100	22200	22200	22200	22200	27100	22200	-	-	$2.09	-	27100
lawyer services	0.68	5400	-	2400	2900	2900	2900	2900	4400	3600	5400	3600	3600	3600	-	-	$3.85	-	3600
corporate lawyer	0.48	33100	-	18100	18100	18100	14800	14800	14800	12100	18100	14800	14800	14800	-	-	$4.22	-	14800
child support lawyers	0.75	22200	-	18100	22200	18100	18100	18100	22200	22200	22200	22200	49500	22200	-	-	$4.83	-	22200
pro bono lawyer	0.82	49500	-	40500	49500	49500	49500	49500	49500	49500	40500	49500	49500	40500	-	-	$2.59	-	49500
attorney lawyers	0.46	4400	-	2900	2400	4400	2400	1900	9900	1900	8100	1900	1900	5400	-	-	$7.77	-	3600
attorney find	0.74	12100	-	12100	12100	12100	12100	12100	12100	9900	9900	12100	12100	9900	-	-	$0.00	-	12100
family lawyers	0.86	60500	-	33100	40500	33100	33100	33100	27100	27100	27100	27100	27100	22200	-	-	$6.69	-	33100
internet lawyer	0.78	3600	-	2900	2900	2900	2900	2900	2900	2400	2900	2400	2400	1900	-	-	$7.90	-	2900
lawyer ratings	0.76	4400	-	3600	3600	3600	3600	3600	3600	3600	3600	3600	4400	3600	-	-	$9.13	-	3600
legal separation lawyer	0.65	170	-	170	110	390	140	140	91	140	91	91	91	73	-	-	$0.05	-	140
attorneys lawyers	0.51	5400	-	3600	2900	2900	2900	2400	9900	2900	6600	2900	3600	5400	-	-	$0.00	-	4400
lawyer legal services	0.65	880	-	390	480	390	320	260	2400	320	1600	320	320	260	-	-	$7.05	-	590
free attorney	0.76	60500	-	49500	49500	60500	60500	60500	60500	60500	60500	60500	60500	49500	-	-	$1.21	-	60500
child custody lawyers	0.74	33100	-	33100	40500	40500	33100	22200	22200	22200	22200	22200	49500	22200	-	-	$5.55	-	27100
injury lawyer	0.83	301000	-	301000	301000	301000	246000	246000	246000	246000	246000	246000	246000	201000	-	-	$21.99	-	246000
defense lawyer	0.73	60500	-	60500	74000	49500	49500	49500	49500	49500	49500	49500	49500	40500	-	-	$17.40	-	49500
attorney referral	0.68	6600	-	5400	6600	6600	6600	6600	6600	5400	5400	5400	6600	5400	-	-	$3.98	-	5400
dwi lawyer	0.83	18100	-	18100	22200	14800	14800	14800	14800	12100	12100	12100	14800	14800	-	-	$36.00	-	14800
family law attorneys	0.77	74000	-	90500	90500	90500	74000	60500	60500	60500	60500	60500	60500	49500	-	-	$7.52	-	74000
attorney legal services	0.41	1600	-	1000	1000	1000	1000	1000	1000	1000	1600	1000	1000	880	-	-	$4.33	-	1000
lawyer online	0.81	12100	-	9900	9900	9900	8100	8100	8100	8100	9900	8100	8100	6600	-	-	$9.12	-	8100
legal malpractice lawyers	0.81	8100	-	6600	6600	6600	6600	5400	9900	5400	8100	9900	6600	5400	-	-	$8.01	-	6600
employment lawyers	0.83	40500	-	27100	27100	27100	27100	27100	27100	27100	27100	27100	27100	22200	-	-	$5.29	-	27100
need lawyer	0.51	27100	-	18100	22200	22200	22200	18100	14800	14800	18100	18100	18100	14800	-	-	$4.95	-	18100
i need a lawyer	0.6	12100	-	8100	9900	9900	9900	8100	8100	8100	8100	8100	8100	8100	-	-	$8.73	-	8100
litigation attorney	0.59	14800	-	14800	14800	14800	14800	14800	18100	14800	18100	12100	12100	12100	-	-	$5.75	-	14800
family law	0.55	550000	-	301000	301000	368000	301000	301000	301000	246000	301000	301000	301000	246000	-	-	$4.62	-	301000
online lawyer	0.81	12100	-	9900	9900	9900	8100	8100	8100	8100	9900	8100	8100	6600	-	-	$0.00	-	8100
lawyer help	0.63	4400	-	3600	4400	4400	3600	2900	2900	3600	3600	2900	2900	2900	-	-	$6.78	-	3600
local lawyers	0.86	1900	-	1300	1600	1600	1300	1300	1000	1000	1300	1600	1300	1300	-	-	$9.00	-	1300
lawsuit lawyers	0.73	2400	-	1900	1900	1900	1900	2400	1900	1900	1600	1600	1900	1600	-	-	$6.13	-	1900
lawyer salary	0.16	60500	-	40500	49500	49500	40500	33100	33100	33100	49500	49500	49500	40500	-	-	$1.30	-	40500
product liability lawyer	0.71	9900	-	8100	8100	6600	8100	8100	8100	9900	8100	8100	8100	6600	-	-	$10.34	-	8100
civil attorney	0.59	18100	-	18100	18100	18100	18100	18100	14800	14800	14800	14800	14800	12100	-	-	$4.83	-	14800
criminal law attorneys	0.74	8100	-	6600	6600	6600	6600	6600	8100	8100	9900	8100	9900	8100	-	-	$18.55	-	8100
business lawyers	0.77	18100	-	12100	12100	9900	9900	9900	12100	9900	14800	9900	12100	9900	-	-	$5.50	-	12100
lawyer information	0.47	5400	-	3600	4400	4400	3600	3600	1900	2400	4400	4400	4400	3600	-	-	$4.49	-	3600
labor lawyer	0.78	9900	-	8100	8100	8100	8100	8100	8100	8100	8100	8100	9900	6600	-	-	$4.69	-	8100
solicitor	0.1	673000	-	49500	49500	49500	49500	49500	40500	49500	135000	49500	49500	33100	-	-	$3.41	-	49500
insurance lawyer	0.62	12100	-	9900	9900	12100	8100	9900	8100	12100	8100	9900	9900	8100	-	-	$5.94	-	9900
assault lawyer	0.7	6600	-	5400	3600	4400	4400	4400	4400	9900	6600	6600	5400	5400	-	-	$17.88	-	5400
real estate lawyer	0.71	110000	-	90500	90500	90500	90500	90500	90500	90500	90500	90500	90500	90500	-	-	$5.48	-	90500
immigration lawyer	0.75	90500	-	74000	74000	60500	60500	60500	60500	60500	60500	60500	60500	49500	-	-	$5.52	-	60500
lawyer consultation	0.87	9900	-	6600	6600	6600	6600	6600	6600	6600	6600	6600	8100	6600	-	-	$5.08	-	6600
medical malpractice lawyer	0.83	90500	-	90500	110000	74000	74000	74000	74000	74000	74000	74000	74000	49500	-	-	$13.56	-	74000
lawyer advice	0.85	9900	-	8100	6600	6600	6600	5400	5400	5400	5400	5400	5400	4400	-	-	$4.42	-	5400
criminal attorney	0.77	135000	-	110000	135000	110000	110000	110000	110000	110000	110000	110000	110000	90500	-	-	$21.47	-	110000
civil rights attorney	0.61	5400	-	5400	5400	6600	6600	5400	6600	5400	5400	5400	5400	4400	-	-	$4.23	-	5400
lawyer office	0.37	6600	-	2900	2900	2900	3600	2900	4400	2400	3600	2400	2900	2400	-	-	$3.37	-	2900
affordable lawyers	0.94	2400	-	1900	2400	2400	1900	1900	1900	1600	1900	1900	1900	1900	-	-	$6.96	-	1900
find a good lawyer	0.49	3600	-	5400	6600	4400	4400	3600	3600	3600	1900	4400	1900	1600	-	-	$7.04	-	3600
personal lawyer	0.84	135000	-	135000	135000	110000	110000	110000	110000	90500	110000	110000	110000	74000	-	-	$20.94	-	110000
avvo	0.05	18100	-	18100	22200	18100	18100	18100	18100	18100	14800	14800	18100	14800	-	-	$0.05	-	18100
free lawyer consultation	0.88	9900	-	6600	6600	6600	8100	8100	6600	6600	6600	8100	8100	6600	-	-	$4.08	-	6600
lawyer locator	0.37	3600	-	880	720	720	720	720	8100	720	720	880	1000	880	-	-	$6.79	-	1300
